QueryID,Number,KnessetNum,Name,TypeID,TypeDesc,StatusID,PersonID,GovMinistryID,SubmitDate,ReplyMinisterDate,LastUpdatedDate
2198600,15.0,25,פעילותם של ארגוני טרור לאחר שהוצאו מחוץ לחוק,48,רגילה,6,30820,1177,2023-01-12T13:14:12.6626342,,2023-01-12T13:14:13.117
2198871,1.0,25,"קיום הבטחות רה""מ לאזרחי ישראל בנוגע להקפאת מחוללי האינפלציה",48,רגילה,9,30780,568,2023-01-10T16:21:52.858,2023-08-29T00:00:00,2023-09-04T13:33:56.477
2198874,1.0,25,זכויות רכישה - דיירי הדיור הציבורי,50,דחופה,9,30719,1146,2023-01-09T12:54:25.989,2023-01-11T00:00:00,2023-01-11T13:08:23.63
2198877,2.0,25,עידוד כניסה להייטק לחברה הערבית ,48,רגילה,6,560,1067,2023-01-10T00:00:00,,2024-04-14T13:32:33.957
2199071,5.0,25,פינוי פסולת מהישובים הבדואים הבלתי מוכרים בנגב,48,רגילה,9,30840,1332,2023-01-11T14:07:52.603,2023-05-31T00:00:00,2023-06-06T22:42:23.773
2199103,8.0,25,הסעות תלמידים מהכפרים הלא מוכרים לבתי ספר בחורף ,48,רגילה,9,30840,686,2023-02-07T10:59:05.276,2024-04-17T00:00:00,2024-05-21T18:16:54.893
2199105,9.0,25,הקמת מרכזי נוער בכפרים הלא מוכרים,48,רגילה,9,30840,1004,2023-01-12T12:36:36.994,2024-01-30T00:00:00,2024-02-04T15:13:10.267
2199113,11.0,25,"יחידת הפיקוח על הצומח והחי (פיצו""ח)",48,רגילה,9,30840,967,2023-01-12T12:51:15.199,2023-02-15T00:00:00,2023-02-15T21:03:46.66
2199120,13.0,25,גידול גמלים כענף חקלאי,48,רגילה,9,30840,967,2023-01-12T12:59:57.481,2023-02-15T00:00:00,2023-02-15T21:03:26.373
2199125,65.0,25,איום במתקפת סייבר על מצלמות במרחב הציבורי,48,רגילה,9,30820,568,2023-02-02T08:42:38.797,2023-09-03T00:00:00,2023-09-04T13:30:15.657
2199138,51.0,25,משנת השר להקמת מדינה פלסטינית בירדן,48,רגילה,6,30066,1042,2023-02-07T15:04:17.1843909,,2023-02-07T15:04:17.653
2199254,19.0,25,רצח הנער עיסא אלטלקאת בערערה,48,רגילה,9,30840,875,2023-05-03T17:46:08.684,2023-06-22T00:00:00,2023-06-28T13:38:40.02
2199282,2.0,25,עוד תאונה בכביש גולדה מאיר - כביש הדמים בירושלים,50,דחופה,9,30868,686,2023-01-09T13:12:38.904,2023-01-18T00:00:00,2023-01-18T13:45:42.807
2199286,21.0,25,מחסור בדיור ציבורי בחברה הבדואית,48,רגילה,6,30840,1146,2023-01-15T15:47:21.8291441,,2023-01-15T15:47:22.297
2199307,23.0,25,"הכניסה לישוב לקייה, כביש 31",48,רגילה,9,30558,686,2023-01-16T15:45:02.817,2024-04-17T00:00:00,2024-05-21T18:14:47.81
2199342,24.0,25,גל הפיטורים במשק וסכנת סגירת מפעלים,48,רגילה,9,30682,922,2023-01-22T12:08:06.598,2023-03-12T00:00:00,2023-06-18T12:14:04.933
2199366,3.0,25,"חסימת האפשרות של סטודנטים לרפואה מחו""ל לבצע הכשרה בבתי חולים בארץ באמצעות המועצה להשכלה גבוהה",50,דחופה,9,30831,1112,2023-01-16T12:40:31.889,2023-01-18T00:00:00,2023-01-18T19:41:41.123
2199428,27.0,25,"המל""ג מנסה לחסום סטודנטים לרפואה מחו""ל מלבצע הכשרה בבתי חולים בארץ",48,רגילה,9,30840,1004,2023-01-22T12:49:20.155,2024-01-30T00:00:00,2024-02-04T15:14:09.833
2199521,29.0,25,הכינסה לישוב אבו תלול כביש 25 נבטים- דימונה ,48,רגילה,9,30558,686,2023-01-22T13:14:32.114,2024-04-17T00:00:00,2024-05-21T18:12:05.12
2199554,30.0,25,"אי אכיפה לפני השעה 9:30 בנת""צ ",48,רגילה,6,30776,686,2023-01-22T13:19:23.264233,,2023-01-22T13:19:23.75
2199556,31.0,25,שאילתה לשר החקלאות – תקנות צער בעלי חיים (הגנה על בעלי חיים) (החזקת בהמות בבתי מטבחיים),48,רגילה,9,30783,967,2023-01-22T13:32:00.161,2023-02-15T00:00:00,2023-02-15T21:04:00.33
2199580,39.0,25,אחוז אזרחים ערבים אשר מעורבים בתאונות דרכים,48,רגילה,9,30840,1361,2023-01-26T12:40:28.499,2024-01-18T00:00:00,2024-01-21T09:29:13.107
2199603,34.0,25,עלייה בשיעור העוני לפי דוח העוני והאי שוויון של הביטוח הלאומי,48,רגילה,9,30758,830,2023-01-26T11:47:24.624,2023-03-15T00:00:00,2023-05-02T18:01:10.12
2199630,33.0,25,תוכנית 'דירה בהנחה',48,רגילה,9,30480,1146,2023-01-26T11:35:06.827,2023-02-22T00:00:00,2023-03-01T10:19:07.76
2199633,40.0,25,"דו""ח העוני",48,רגילה,9,30558,1237,2023-01-26T12:42:36.24,2023-03-07T00:00:00,2023-03-08T20:43:38.92
2199664,43.0,25,"חתירת אירגונים שממומנים ע""י גופים זרים לתוך משרדך",48,רגילה,9,30710,1004,2023-01-26T13:11:50.716,2024-01-28T00:00:00,2024-02-05T16:50:18.673
2199665,44.0,25,"חתירת אירגונים שממומנים ע""י גופים זרים לתוך משרדך",48,רגילה,9,30710,1361,2023-01-26T13:18:50.125,2023-06-18T00:00:00,2023-09-13T13:10:19.07
2199710,46.0,25,קליטה סלולארית בישוב לקיה,48,רגילה,9,30840,618,2023-01-26T13:36:09.382,2023-03-01T00:00:00,2023-03-01T17:05:34.253
2199725,4.0,25,סגירת מרכזי הסיוע ב28.2.23,50,דחופה,9,23639,830,2023-01-16T12:52:03.118,2023-01-18T00:00:00,2023-01-18T13:46:21.09
2199739,5.0,25,סכנת השמדה למזבח יהושע בהר עיבל שבשומרון ,50,דחופה,9,30849,1178,2023-01-16T13:12:07.414,2023-01-19T00:00:00,2023-01-22T09:29:40.577
2199751,49.0,25,רמזורים בכניסה לכפר שבלי ,48,רגילה,9,30843,686,2023-01-26T14:03:29.567,2024-06-18T00:00:00,2024-06-19T10:09:02.97
2199761,50.0,25,חיבור השכונה המזרחית החדשה בכפר מזרעה לחשמל ,48,רגילה,9,560,1146,2023-01-26T14:08:26.43,2024-01-30T00:00:00,2024-02-04T15:07:38.203
2199777,53.0,25,רכבת ישראל בחברה הערבית ,48,רגילה,9,30843,686,2023-01-26T14:52:25.703,2024-04-17T00:00:00,2024-05-21T18:09:38.353
2199788,54.0,25,ביצוע עבודות תשתית של הרכבת בשבת ,48,רגילה,6,23560,686,2023-01-26T14:56:22.2543237,,2023-01-26T14:56:22.74
2199792,6.0,25,"הפרת כללי האתיקה לשופטים והוראות התקשי""ר ",50,דחופה,9,30672,876,2023-01-23T13:29:33.613,2023-01-25T00:00:00,2023-01-25T13:50:00.33
2199834,7.0,25,מעצר של תלמיד כיתה ב' סמוך לבית ספרו,50,דחופה,9,30837,754,2023-01-23T13:48:03.647,2023-01-25T00:00:00,2023-01-25T13:49:40.597
2199860,55.0,25,הורדה בהטבות המס לישובים ערבים למרות אי שינוי בדירוג סוציו אקונומי,48,רגילה,9,30758,1237,2023-01-26T15:03:35.612,2023-02-21T00:00:00,2023-02-22T18:15:42.277
2199871,61.0,25,הכשרות דיינים בדבר אלימות במשפחה,48,רגילה,9,30851,1283,2023-02-01T12:31:08.057,2025-03-27T00:00:00,2025-03-27T19:06:51.65
2199886,56.0,25,חומרי ניקיון מסוכנים,48,רגילה,9,30480,1332,2023-01-26T15:14:48.678,2023-05-31T00:00:00,2023-06-06T22:42:45.203
2199887,57.0,25,חוק הדיור הציבורי (זכויות רכישה) ,48,רגילה,6,30106,1146,2023-01-29T12:57:57.8728151,,2023-01-29T12:58:00.763
2199888,59.0,25,מימון פתרונות למשבר האקלים לרשויות בפריפריה הגאוגרפית,48,רגילה,6,30106,1205,2023-01-29T14:14:18.3891066,,2023-01-29T14:14:18.89
2199960,35.0,25,תקצוב מרכזי הנוער והגיל הרך בכפרים הבדואים בצפון,48,רגילה,9,30843,1146,2023-02-01T16:02:29.088,2024-01-30T00:00:00,2024-02-04T15:11:43.877
2199992,60.0,25,הכרה בגדולי גמלים כענף חקלאי,48,רגילה,9,30558,967,2023-01-29T14:20:02.483,2023-02-15T00:00:00,2023-02-15T21:03:11.413
2200061,64.0,25,זינוק במספר האשפוזים בב״ח ועומסים בחדרי המיון,48,רגילה,9,30758,1112,2023-02-01T16:14:13.621,2024-02-08T00:00:00,2024-02-12T18:34:13.903
2200083,62.0,25,הקפאת היחידה לתוכניות חיצוניות,48,רגילה,9,30758,1004,2023-02-01T15:54:40.327,2024-01-28T00:00:00,2024-02-05T17:01:15.337
2200084,68.0,25,הצבת עמדות שיטור בבתי החולים בנצרת,48,רגילה,9,30758,1361,2023-02-06T13:51:07.246,2024-01-18T00:00:00,2024-01-21T14:34:19.223
2200129,8.0,25,שישה נפצעו בארבעה פיגועי ירי בלוד; התושבים חוששים לחייהם וטוענים: העיר מופקרת,50,דחופה,9,30765,1361,2023-01-23T14:01:09.773,2023-02-01T00:00:00,2023-02-01T12:07:13.103
2200240,69.0,25,קריסת ענף השום,48,רגילה,6,30694,967,2023-02-06T13:56:18.6497526,,2023-02-06T13:56:19.133
2200260,71.0,25,שיקום אוכלוסיות בזנות,48,רגילה,9,30106,830,2023-02-06T14:14:28.058,2023-03-15T00:00:00,2023-05-02T18:01:30.75
2200303,73.0,25,קנסות בעקבות חוק קמיניץ,48,רגילה,9,30066,1237,2023-04-23T00:00:00,2023-07-10T00:00:00,2023-07-10T13:30:08.237
2200342,10.0,25,סילוק תלמיד טרנסג'נדר בן 8 מבית ספרו,50,דחופה,9,30720,1004,2023-01-30T14:36:18.381,2023-02-01T00:00:00,2023-02-01T12:07:27.04
2200344,74.0,25,דליפות נפט במפרץ אילת,48,רגילה,9,30720,1332,2023-02-06T14:33:52.417,2023-05-31T00:00:00,2023-06-06T22:43:02.643
2200345,66.0,25,"הארכת החיסיון של חברת קצא""א",48,רגילה,9,30720,1237,2023-02-06T13:14:31.861,2023-03-06T00:00:00,2023-03-14T15:38:03.337
2200346,75.0,25,יישום חוק השקיות,48,רגילה,9,30720,1332,2023-02-06T14:41:45.375,2023-05-31T00:00:00,2023-06-06T22:43:20.803
2200354,76.0,25,ניצול כספי הקרן לשמירת הניקיון,48,רגילה,9,30720,1332,2023-02-06T14:47:31.617,2023-05-31T00:00:00,2023-06-06T22:43:39.007
2200397,78.0,25,הנחיות חדשות בעניין התבטאיות פוליטיות של עובדי הוראה,48,רגילה,9,30758,1004,2023-02-06T14:52:52.31,2024-01-28T00:00:00,2024-02-25T12:51:36.7
2200399,79.0,25,שביבתת הסגל הבכיר באוניבסיטאות,48,רגילה,9,30758,1237,2023-02-06T14:55:59.35,2023-02-21T00:00:00,2023-02-22T18:16:05.893
2200406,82.0,25,אי שוויון בחינוך ופערים חמורים בתקצוב של רשויות מקומיות את החינוך על בסיס העושר המוניציפלי,48,רגילה,9,30682,1004,2023-02-06T15:23:06.541,2024-01-28T00:00:00,2024-02-25T12:50:18.557
2200408,83.0,25,התכנית הכלכלית למאבק ביוקר המחיה,48,רגילה,9,30682,1237,2023-02-06T15:26:14.766,2023-02-21T00:00:00,2023-02-22T18:16:33.307
2200409,84.0,25,מחאת ההייטק נגד הרפורמה המשפטית והשפעותיה על הכלכלה הישראלית,48,רגילה,6,30682,922,2023-02-06T15:36:30.2662238,,2023-02-06T15:36:30.75
2200490,9.0,25,הפרת זכויות אוטיסטים ליום לימודים מלא,50,דחופה,9,30860,1004,2023-01-30T14:32:31.443,2023-02-01T00:00:00,2023-02-01T12:07:37.977
2200583,11.0,25,"הנפת דגלי אש""ף של ח""כ עופר כסיף",50,דחופה,9,30842,1361,2023-01-30T14:42:37.349,2023-02-01T00:00:00,2023-02-01T12:06:42.383
2200725,85.0,25,תחקיר בינלאומי חושף: עמותה ישראלית מגייסת כסף לטרוריסטים רוצחי פלסטינים וליגאל עמיר,48,רגילה,9,30719,876,2023-02-06T16:50:28.235,2023-05-17T00:00:00,2023-05-28T11:54:00.737
2200760,88.0,25,הקצאת כיתות לימוד ביישובי החברה הערבית מתוכנית החומש,48,רגילה,9,30758,1004,2023-02-07T12:12:36.638,2024-01-30T00:00:00,2024-02-04T14:58:04.447
2200885,92.0,25," לפי דו""ח גיוון  בשירות המדינה שפורסם במאי, 2022, ",48,רגילה,9,30843,1004,2023-02-07T13:24:49.875,2024-01-28T00:00:00,2024-02-25T12:48:53.987
2201010,12.0,25,4 מקרי רצח בסוף השבוע ,50,דחופה,9,30843,1361,2023-02-06T12:18:53.946,2023-02-08T00:00:00,2023-02-08T14:28:16.41
2201060,94.0,25,אכיפה בררנית על צופרי השבת,48,רגילה,9,30768,1361,2023-02-07T13:34:24.045,2023-05-08T00:00:00,2023-05-14T10:37:46.78
2201092,13.0,25,גרירת רגליים של משרד המשפטים בפעילות נגד הסתה לאומנית חמורה,50,דחופה,9,30710,876,2023-02-06T12:23:04.655,2023-02-08T00:00:00,2023-02-08T14:28:31.493
2201147,95.0,25," דו""ח גיוון  ויצוג החברה הערבית במשרד אנרגיה",48,רגילה,6,30843,1205,2023-02-07T13:46:52.6001112,,2023-02-07T13:46:55.257
2201148,96.0,25,שיעור הערבים המועסקים ברשות מסים,48,רגילה,9,30843,1237,2023-02-07T13:50:06.614,2023-02-21T00:00:00,2023-02-22T18:16:48.97
2201178,97.0,25,"המשך פעילותו הסדורה של מיזם ""שבת ישראלית"" באתרי המורשת",48,רגילה,6,30783,583,2023-02-07T13:53:47.926,,2025-05-19T16:21:34.393
2201230,14.0,25,אזרחים ישראלים תקועים בטורקיה בעקבות רעידות האדמה,50,דחופה,9,30758,1042,2023-02-13T13:03:36.109,2023-02-15T00:00:00,2023-02-15T12:19:35.14
2201245,99.0,25,תיעוד התקיפות בשכונת אבו טור,48,רגילה,9,30711,1146,2023-02-19T13:07:53.183,2023-05-08T00:00:00,2023-05-09T10:50:33.65
2201288,15.0,25,חשש: בתי ספר בחיפה יתמוטטו ברעידת אדמה,50,דחופה,9,30710,1004,2023-02-13T13:14:45.787,2023-02-15T00:00:00,2023-02-15T12:20:02.403
2201298,100.0,25,דרישת הצגת הכנסת הורים כקריטריון בהענקת מילגה לסטודנט,48,רגילה,9,30768,1004,2023-02-19T13:14:14.762,2024-01-28T00:00:00,2024-02-25T12:47:05.903
2201318,101.0,25,קנסות שהוטלו בעקבות תיקון 16 לחוק התכנון והבניה,48,רגילה,9,30066,1237,2023-02-19T13:16:53.159,2023-07-10T00:00:00,2023-07-10T14:02:39.65
2201324,102.0,25, פשיטה לביתם של סנאא וואליד דקה,48,רגילה,9,30066,1361,2023-02-19T13:18:49.872,2024-01-04T00:00:00,2024-01-07T09:23:35.82
2201374,105.0,25,רציחות בחברה הערבית,48,רגילה,9,30066,1361,2023-02-19T14:50:48.045,2023-06-22T00:00:00,2023-07-02T13:08:27.837
2201375,106.0,25,"כתבי אישום שהוגשו במסגרת מבצע ""חוק וסדר"" ",48,רגילה,9,30066,1361,2023-02-19T14:53:25.947,2023-06-15T00:00:00,2023-06-18T09:59:23.28
2201378,107.0,25,כניסת פוליטיקאים לבתי ספר,48,רגילה,6,30066,1004,2023-02-21T15:54:26.3175183,,2023-02-21T15:54:26.887
2201379,16.0,25,מניעת כניסה לבתי ספר של גורמים פוליטיים ללא אישור מלשכת שר החינוך ,50,דחופה,9,23597,1004,2023-02-13T13:19:28.346,2023-02-15T00:00:00,2023-02-15T12:19:50.66
2201380,108.0,25,הפסקת הפעילות של ספינות דייג המכמורת המזיקות,48,רגילה,9,30720,1332,2023-02-19T15:07:21.983,2023-03-14T00:00:00,2023-03-21T01:06:54.9
2201381,109.0,25,שמירה על הסביבה הימית והחופית במועצה האזורית מטה אשר,48,רגילה,9,30720,1332,2023-02-19T15:13:01.614,2023-05-31T00:00:00,2023-06-06T22:43:55.713
2201607,111.0,25,"חישוב שגוי של מרחק מגורי תלמיד לבי""ס",48,רגילה,9,30768,1004,2023-02-21T15:03:17.348,2024-01-28T00:00:00,2024-02-05T16:58:16.437
2201662,117.0,25,פרוייקט שבת ישראלית,48,רגילה,9,30106,589,2023-02-21T16:47:23.543,2025-02-06T00:00:00,2025-03-17T16:48:43.533
2201671,118.0,25,הפיקוח הרגולטורי על קבלני חתימות בפרויקט התחדשות עירונית,48,רגילה,9,30719,1146,2023-02-26T09:47:46.489,2024-01-30T00:00:00,2024-02-04T15:10:25.293
2201768,120.0,25,הסתה,48,רגילה,9,30874,876,2023-02-26T09:53:51.364,2024-07-03T00:00:00,2024-07-04T09:16:09.58
2201822,121.0,25,הריסת בנייני מגורים של בני משפחת אבו עיש בעכו,48,רגילה,9,30758,1146,2023-02-26T10:17:28.293,2024-01-30T00:00:00,2024-02-04T15:00:29.367
2201829,122.0,25,תופעת הכלבים המשוטטים בנגב,48,רגילה,9,30558,967,2023-02-26T10:26:49.498,2023-03-14T00:00:00,2023-03-21T12:43:10.673
2201832,123.0,25,פינוי זבל ואשפה לשטחים פתוחים ונחלים בנגב,48,רגילה,9,30558,1332,2023-02-26T10:30:29.368,2023-03-24T00:00:00,2024-01-31T10:49:19.32
2201920,125.0,25,"הגדרות זרם הממ""ח והשימוש בו ",48,רגילה,9,30777,1004,2023-02-27T14:23:25.967,2024-01-28T00:00:00,2024-02-05T16:57:16.2
2201975,18.0,25,מדיניות קשירת מאושפזים בבתי חולים לחולי נפש,50,דחופה,9,30860,1112,2023-02-20T13:32:53.51,2023-02-22T00:00:00,2023-02-22T18:17:17.87
2201992,126.0,25,דחיית חובות לאסיר משוחרר,48,רגילה,9,30695,876,2023-03-10T10:15:33.296,2023-05-31T00:00:00,2023-05-31T12:06:11.84
2202061,17.0,25,סוף שבוע קטלנים בדרכים,50,דחופה,9,30066,686,2023-02-20T13:27:47.28,2023-03-01T00:00:00,2023-03-01T17:05:20.03
2202145,128.0,25,אכיפת צופרי השבת,48,רגילה,9,30768,1332,2023-02-26T11:04:27.519,2023-05-31T00:00:00,2023-06-06T22:44:18.407
2202223,131.0,25,תחליפים לנגמלים מעישון,48,רגילה,9,30672,1237,2023-02-26T11:28:34.44,2023-05-28T00:00:00,2023-05-29T18:37:53.217
2202272,132.0,25,צו הגבלת תנועה מאת מפקד פיקוד העורף,48,רגילה,9,30067,1178,2023-02-26T11:33:09.758,2023-05-09T00:00:00,2023-05-09T09:34:44.22
2202290,134.0,25,"העברת כספים מישראל לחו""ל",48,רגילה,9,30871,1237,2023-02-26T12:01:41.428,2023-06-27T00:00:00,2023-06-28T09:22:01.26
2202296,135.0,25,יצוג חברה הערבית במשרד החוץ ,48,רגילה,9,30843,1042,2023-02-26T12:05:49.469,2023-06-06T00:00:00,2023-06-28T14:25:10.433
2202356,20.0,25,אי הנגשת החיסון המוגבר לשפעת לגיל השלישי,50,דחופה,9,30694,1112,2023-02-27T13:07:51.413,2023-03-01T00:00:00,2023-03-01T17:05:47.837
2202391,138.0,25,זיהום אוויר בתחנה המרכזית בתל-אביב,48,רגילה,9,30720,1332,2023-02-26T12:26:34.17,2023-03-19T00:00:00,2023-05-03T18:01:00.03
2202429,139.0,25,אכיפה כנגד פעילי BDS הנכנסים לישראל על אשרת תייר,48,רגילה,9,30839,1361,2023-03-09T00:45:42.844,2023-06-13T00:00:00,2023-11-21T11:45:48.25
2202547,140.0,25,בתי ספר וגני ילדים בתחום שיפוט המועצה האזורית אלקסום לא מחוברים לתשתית החשמל,48,רגילה,9,30558,1004,2023-03-09T00:50:28.125,2024-02-25T00:00:00,2024-02-29T09:45:06.567
2202563,148.0,25,פרעות המתנחלים בחווארה,48,רגילה,6,30106,568,2023-09-05T09:03:16.2059519,,2023-09-05T09:03:16.597
2202582,142.0,25,אזרח נעדר באיסטנבול ממאי 2022,48,רגילה,9,30840,1042,2023-03-12T10:08:41.361,2023-06-06T00:00:00,2023-06-28T14:28:04.033
2202631,143.0,25,חיבור בתי ספר בתחום שיפוט מ.א. נווה מדבר,48,רגילה,6,30558,1205,2023-03-09T01:10:41.5627229,,2023-03-09T01:10:42.14
2202720,149.0,25,היערכות משרד הרווחה לקליטת נשים קורבנות סחר,48,רגילה,9,30686,711,2023-03-12T09:56:05.859,2023-05-03T00:00:00,2023-05-03T12:51:17.807
2202848,145.0,25,מענה לדיווחים במוקד המשטרה על אלימות במשפחה,48,רגילה,9,30871,1361,2023-03-09T01:20:30.32,2024-01-18T00:00:00,2024-01-21T12:11:42.163
2202925,146.0,25,מוקד מיצוי זכויות לאזרחים ותיקים *8840 ,48,רגילה,6,30868,844,2023-05-09T15:22:15.826,,2023-05-09T15:24:31.36
2202927,147.0,25,יחידת המתנדבים בלוד במימון ובהכשרת המשטרה,48,רגילה,9,30780,1361,2023-03-09T01:34:53.959,2024-01-18T00:00:00,2024-01-21T11:38:01.313
2202995,151.0,25,אסון פיצוץ בלון הגז בפסגת זאב שאירע ב-28.3.23 בו נהרג אדם אחד ושלושה נפצעו,48,רגילה,6,30868,1205,2023-03-12T10:16:08.9939001,,2023-03-12T10:16:09.463
2203022,22.0,25,עומסים חריגים ויוצאי דופן במרכז הרפואי לגליל ,50,דחופה,9,30067,1112,2024-01-07T15:31:55.595,2024-01-07T00:00:00,2024-01-07T15:36:26.793
2203060,23.0,25,יום שהות ארוך לתלמידים עם מוגבלות שכלית התפתחותית,50,דחופה,9,30706,711,2023-03-13T12:53:54.876,2023-03-15T00:00:00,2023-05-03T12:54:05.047
2203140,156.0,25,שריפת בית ספר יסודי טובא זנגריה ,48,רגילה,9,30843,1361,2023-03-13T17:23:46.522,2024-01-04T00:00:00,2024-01-07T09:43:18.733
2203160,157.0,25,מחסור בשטחי בנייה ובפתרונות דיור ביישובים ערביים – כפר מע'אר  ,48,רגילה,9,560,1146,2023-03-13T17:25:58.607,2024-01-30T00:00:00,2024-02-04T15:02:42.457
2203175,159.0,25,הכאוס התחבורתי שאירע במוצאי יום הפורים בירושלים מנע מאלפי אנשים לשוב לביתם במשך שעות ,48,רגילה,9,30868,1361,2023-03-14T12:20:43.955,2023-06-22T00:00:00,2023-07-02T12:51:22.817
2203176,160.0,25,ייצוג הולם לאנשים עם מוגבלות בהנהלת בתי המשפט ,48,רגילה,9,30843,876,2023-03-18T22:52:04.525,2024-05-08T00:00:00,2024-05-08T17:08:35.73
2203192,161.0,25,טיפול המשרד במופעי זיהום אוויר במפרץ חיפה,48,רגילה,9,30719,1332,2023-03-18T23:02:05.014,2023-06-18T00:00:00,2023-06-18T22:22:55.513
2203193,162.0,25,החמרת תנאי היתר הפליטה לבז''ן לקראת חידוש ההיתר ,48,רגילה,9,30719,1332,2023-03-18T23:06:36.279,2023-05-09T00:00:00,2024-01-31T16:57:39.22
2203255,165.0,25,העדר תחבורה ציבורית בישוב שגב שלום,48,רגילה,9,30558,686,2023-03-18T23:22:00.683,2024-06-18T00:00:00,2024-06-19T10:11:26.743
2203264,166.0,25,הנגשת מידע לאזרח בדבר אי תשלום למלווה לאדם הלקוי נפשית,48,רגילה,9,30873,654,2023-03-19T11:26:15.101,2024-03-12T00:00:00,2024-03-18T16:11:16.863
2203265,167.0,25,חיסיון על מסמכי יום האדמה,48,רגילה,9,30066,568,2023-05-29T10:44:12.487,2024-02-12T00:00:00,2024-02-12T12:57:12.923
2203266,168.0,25,רציחות ללא פענוח בדיר חנא,48,רגילה,9,30066,1361,2023-03-19T11:32:34.171,2023-07-20T00:00:00,2023-07-23T17:09:29.43
2203267,169.0,25,לימודי רפואה בישראל,48,רגילה,9,30066,1004,2023-03-19T11:34:55.66,2024-01-24T00:00:00,2024-02-07T19:57:24.087
2203270,170.0,25,רצח ביאן-נסאר-עבאס בכפר-כנא,48,רגילה,9,30066,1361,2023-03-19T12:02:07.27,2023-06-15T00:00:00,2023-09-06T13:27:24.85
2203308,171.0,25,יצוג הולם לאזרחים מהחברה הערבית ,48,רגילה,6,30843,654,2023-03-19T12:04:17.4098909,,2023-03-19T12:04:17.783
2203309,175.0,25,הורדת אזרחים ערבים בביתר עילית,48,רגילה,9,30843,686,2023-03-20T17:37:15.176,2024-04-17T00:00:00,2024-05-05T11:17:55.403
2203326,179.0,25,פטור מתור לעיוורים (נציבות לשיוויון זכויות),48,רגילה,9,30772,876,2023-04-03T10:40:58.355,2023-05-17T00:00:00,2023-05-28T11:54:22.703
2203328,174.0,25,המתנה ארוכה בסניפי הדואר ,48,רגילה,9,30843,618,2023-03-20T11:05:06.104,2024-01-31T00:00:00,2024-02-04T14:33:35.143
2203338,176.0,25,"ביטול התכנית ""עוצרים את הדימום"" למאבק באלימות בחברה הערבית",48,רגילה,9,30758,1361,2023-03-20T17:39:22.931,2024-01-18T00:00:00,2024-01-21T11:32:46.433
2203401,177.0,25,זריקת רימון על אוהדי סכנין במשחק,48,רגילה,9,30066,1361,2023-03-20T17:53:00.882,2023-06-22T00:00:00,2023-07-02T12:46:05.87
2203403,180.0,25,זריקת רימון על אוהדי סכנין במשחק,48,רגילה,9,30066,589,2023-04-03T10:49:16.752,2023-07-18T00:00:00,2023-07-19T09:31:07.443
2203421,183.0,25,ביטול הטבות מס על פניסה,48,רגילה,9,30066,1237,2023-04-03T11:09:00.869,2023-07-10T00:00:00,2023-07-10T13:26:51.51
2203423,184.0,25,פלוגות הלוחמים האזרחית בלוד,48,רגילה,9,30066,1361,2023-04-03T11:12:24.159,2023-06-22T00:00:00,2023-07-02T12:25:52.453
2203449,185.0,25,ייצוג הולם לאוכלוסייה הערבית,48,רגילה,6,30558,1205,2023-04-03T11:39:12.1308033,,2023-04-03T11:39:12.507
2203494,24.0,25,איסור משרד הבריאות למכור ציוד לנכים,50,דחופה,9,30067,1112,2023-03-20T15:12:56.111,2023-03-22T00:00:00,2023-06-20T14:59:29.037
2203557,186.0,25,תאריך יעד לסיום סלילת כביש עוקף לובן,48,רגילה,9,30662,1237,2023-04-03T11:51:23.049,2023-06-26T00:00:00,2023-06-26T11:40:53.467
2203600,188.0,25,קצבת ניידות,48,רגילה,9,30752,830,2023-12-26T15:54:29.504,2024-01-24T00:00:00,2024-01-31T10:39:32.327
2203616,190.0,25,"שני תושבי ת""א הואשמו בטרור",48,רגילה,9,30066,1361,2023-04-03T12:18:26.26,2023-06-22T00:00:00,2023-07-02T12:24:06.573
2203627,192.0,25,"מפת ""ישראל הגדולה"" על דגל בכינוס בהשתתפות שר האוצר",48,רגילה,6,30066,1042,2023-04-03T12:25:37.9304654,,2023-04-03T12:25:38.367
2203628,193.0,25,"מפת ""ישראל הגדולה"" על דגל בכינוס בהשתתפות שר האוצר",48,רגילה,9,30066,1237,2023-04-03T12:37:54.849,2024-03-17T00:00:00,2024-03-18T11:28:26.147
2203639,194.0,25,שדרוג אולם ספורט בכפר נחף ,48,רגילה,9,560,589,2023-04-03T12:40:12.162,2023-07-18T00:00:00,2023-07-18T14:50:15.407
2203742,198.0,25,העסקתו של ראש המטה לשר במשרד כאשר הוא איננו חתום על חוזה העסקה ואין עליו הגבלות כמו על כל עובד מדינה,48,רגילה,9,23632,1361,2023-04-03T12:57:21.833,2024-02-18T00:00:00,2024-02-25T11:54:18.39
2203768,268.0,25,"המדינה שיווקה 16% מהדירות שנדרשה במסגרת פינוי מחנות צה""ל",48,רגילה,9,30601,1146,2023-04-02T14:54:06.468,2025-05-07T00:00:00,2025-05-07T13:59:40.19
2203784,199.0,25,ביטול קצוב של תוכנית ״עוצרים את הדימום״,48,רגילה,9,30066,1361,2023-04-03T13:00:07.271,2023-07-02T00:00:00,2023-07-02T13:58:44.8
2203785,200.0,25,סגירת נוסד חינוכי אלמפקרין בעכו,48,רגילה,9,30066,1004,2023-04-03T13:07:08.832,2024-01-24T00:00:00,2024-02-07T19:58:26.147
